id	linkkey	aidkey	bidkey	decision
1948	99-47-22-000511_99-45-10-004181	99-47-22-000511	99-45-10-004181	confirm
1949	99-47-22-000515_99-45-10-004897	99-47-22-000515	99-45-10-004897	confirm
1950	99-47-22-000530_99-46-01-000546	99-47-22-000530	99-46-01-000546	confirm
1951	99-47-22-000557_99-46-01-000734	99-47-22-000557	99-46-01-000734	confirm
1952	99-47-22-000568_99-45-10-005126	99-47-22-000568	99-45-10-005126	confirm
1953	99-47-22-000569_99-45-10-005151	99-47-22-000569	99-45-10-005151	confirm
1954	99-47-22-000570_99-45-10-005102	99-47-22-000570	99-45-10-005102	confirm
1955	99-47-22-000584_99-45-10-005121	99-47-22-000584	99-45-10-005121	confirm
1956	99-47-22-000588_99-46-01-000837	99-47-22-000588	99-46-01-000837	confirm
1957	99-47-22-000598_99-46-01-000744	99-47-22-000598	99-46-01-000744	confirm
1958	99-47-22-000603_99-45-10-005045	99-47-22-000603	99-45-10-005045	confirm
1959	99-47-22-000605_99-45-10-005047	99-47-22-000605	99-45-10-005047	confirm
1960	99-47-22-000606_99-46-01-000756	99-47-22-000606	99-46-01-000756	confirm
1961	99-47-22-000607_99-45-10-004035	99-47-22-000607	99-45-10-004035	confirm
1962	99-47-22-000616_99-45-10-005055	99-47-22-000616	99-45-10-005055	confirm
1963	99-47-22-000618_99-45-10-005057	99-47-22-000618	99-45-10-005057	confirm
1964	99-47-22-000626_99-45-28-000856	99-47-22-000626	99-45-28-000856	confirm
1965	99-47-22-000641_99-45-10-004215	99-47-22-000641	99-45-10-004215	confirm
1966	65-53-01-001050_99-53-28-003325	65-53-01-001050	99-53-28-003325	reject
1967	99-47-22-000697_99-46-10-006356	99-47-22-000697	99-46-10-006356	confirm
1968	65-57-01-000553_99-57-28-002733	65-57-01-000553	99-57-28-002733	reject
1969	99-47-25-000005_99-46-10-003492	99-47-25-000005	99-46-10-003492	confirm
1970	99-47-25-000035_99-45-28-001952	99-47-25-000035	99-45-28-001952	confirm
1971	99-47-25-000044_99-46-22-000454	99-47-25-000044	99-46-22-000454	confirm
1972	99-47-28-000010_99-46-28-000010	99-47-28-000010	99-46-28-000010	confirm
1973	99-47-28-000057_99-46-28-000063	99-47-28-000057	99-46-28-000063	confirm
1974	99-47-28-000213_99-46-28-000242	99-47-28-000213	99-46-28-000242	confirm
1975	99-47-28-000300_99-46-28-000335	99-47-28-000300	99-46-28-000335	confirm
1976	99-47-28-000410_99-46-28-000450	99-47-28-000410	99-46-28-000450	confirm
1977	99-47-28-000426_99-46-28-000466	99-47-28-000426	99-46-28-000466	confirm
1978	99-47-28-000446_99-46-28-000487	99-47-28-000446	99-46-28-000487	confirm
1979	99-47-28-000510_99-45-28-000565	99-47-28-000510	99-45-28-000565	confirm
1980	99-47-28-000564_99-46-28-000611	99-47-28-000564	99-46-28-000611	confirm
1981	99-47-28-000576_99-46-28-000624	99-47-28-000576	99-46-28-000624	confirm
1982	99-47-28-000630_99-46-28-000684	99-47-28-000630	99-46-28-000684	confirm
1983	99-47-28-000647_99-46-28-000702	99-47-28-000647	99-46-28-000702	confirm
1984	99-47-28-000779_99-46-10-000596	99-47-28-000779	99-46-10-000596	confirm
1985	99-47-28-000923_99-46-28-000992	99-47-28-000923	99-46-28-000992	confirm
1986	99-47-28-000983_99-46-28-001057	99-47-28-000983	99-46-28-001057	confirm
1987	99-47-28-000984_99-46-28-001058	99-47-28-000984	99-46-28-001058	confirm
1988	99-47-28-001017_99-46-28-001090	99-47-28-001017	99-46-28-001090	confirm
1989	99-47-28-001035_99-45-28-001166	99-47-28-001035	99-45-28-001166	confirm
1990	99-47-28-001039_99-46-28-001116	99-47-28-001039	99-46-28-001116	confirm
1991	99-47-28-001040_99-46-28-001117	99-47-28-001040	99-46-28-001117	confirm
1992	99-47-28-001065_99-46-28-001144	99-47-28-001065	99-46-28-001144	confirm
1993	99-47-28-001071_99-46-28-001150	99-47-28-001071	99-46-28-001150	confirm
1994	99-47-28-001150_99-46-28-001232	99-47-28-001150	99-46-28-001232	confirm
1995	99-47-28-001178_99-45-28-001336	99-47-28-001178	99-45-28-001336	confirm
1996	99-47-28-001206_99-46-28-001288	99-47-28-001206	99-46-28-001288	confirm
1997	99-47-28-001211_99-46-28-001293	99-47-28-001211	99-46-28-001293	confirm
1998	99-47-28-001354_99-46-28-001449	99-47-28-001354	99-46-28-001449	confirm
1999	99-47-28-001433_99-45-10-003935	99-47-28-001433	99-45-10-003935	confirm
2000	99-47-28-001487_99-45-10-003222	99-47-28-001487	99-45-10-003222	confirm
2001	99-47-28-001581_99-46-01-001067	99-47-28-001581	99-46-01-001067	confirm
2002	99-47-28-001597_99-46-28-001712	99-47-28-001597	99-46-28-001712	confirm
2003	99-47-28-001666_99-46-28-001781	99-47-28-001666	99-46-28-001781	confirm
2004	99-47-28-001667_99-46-01-001046	99-47-28-001667	99-46-01-001046	confirm
2005	99-47-28-001727_99-46-28-001846	99-47-28-001727	99-46-28-001846	confirm
2006	99-47-28-001741_99-46-28-001859	99-47-28-001741	99-46-28-001859	confirm
2007	99-47-28-001781_99-45-10-004930	99-47-28-001781	99-45-10-004930	confirm
2008	99-47-28-001814_99-46-28-001938	99-47-28-001814	99-46-28-001938	confirm
2009	99-47-28-001908_99-46-28-002043	99-47-28-001908	99-46-28-002043	confirm
2010	99-47-28-001919_99-46-28-002057	99-47-28-001919	99-46-28-002057	confirm
2011	99-47-28-001946_99-46-28-002086	99-47-28-001946	99-46-28-002086	confirm
2012	99-47-28-001975_99-46-28-002118	99-47-28-001975	99-46-28-002118	confirm
2013	99-47-28-002042_99-45-28-002363	99-47-28-002042	99-45-28-002363	confirm
2014	99-47-28-002065_99-46-28-002208	99-47-28-002065	99-46-28-002208	confirm
2015	99-47-28-002211_99-46-28-002354	99-47-28-002211	99-46-28-002354	confirm
2016	99-47-28-002213_99-46-28-002356	99-47-28-002213	99-46-28-002356	confirm
2017	99-47-28-002216_99-45-28-002559	99-47-28-002216	99-45-28-002559	confirm
2018	99-47-28-002217_99-46-28-002359	99-47-28-002217	99-46-28-002359	confirm
2019	99-47-28-002218_99-46-28-002360	99-47-28-002218	99-46-28-002360	confirm
2020	99-47-28-002222_99-46-28-002363	99-47-28-002222	99-46-28-002363	confirm
2021	99-47-28-002224_99-46-28-002365	99-47-28-002224	99-46-28-002365	confirm
2022	99-47-28-002241_99-46-28-002383	99-47-28-002241	99-46-28-002383	confirm
2023	99-47-28-002242_99-46-28-002384	99-47-28-002242	99-46-28-002384	confirm
2024	99-47-28-002243_99-46-28-002385	99-47-28-002243	99-46-28-002385	confirm
2025	99-47-28-002244_99-45-28-002588	99-47-28-002244	99-45-28-002588	confirm
2026	99-47-28-002250_99-46-28-002393	99-47-28-002250	99-46-28-002393	confirm
2027	99-47-28-002252_99-46-28-002395	99-47-28-002252	99-46-28-002395	confirm
2028	99-47-28-002253_99-46-28-002396	99-47-28-002253	99-46-28-002396	confirm
2029	99-47-28-002254_99-46-28-002397	99-47-28-002254	99-46-28-002397	confirm
2030	99-47-28-002278_99-46-28-002420	99-47-28-002278	99-46-28-002420	confirm
2031	99-47-28-002280_99-46-28-002422	99-47-28-002280	99-46-28-002422	confirm
2032	99-47-28-002281_99-46-28-002423	99-47-28-002281	99-46-28-002423	confirm
2033	99-47-28-002283_99-46-28-002425	99-47-28-002283	99-46-28-002425	confirm
2034	99-47-28-002286_99-46-28-002428	99-47-28-002286	99-46-28-002428	confirm
2035	99-47-28-002293_99-46-28-002435	99-47-28-002293	99-46-28-002435	confirm
2036	99-47-28-002342_99-46-28-002450	99-47-28-002342	99-46-28-002450	confirm
2037	99-47-28-002366_99-46-28-002483	99-47-28-002366	99-46-28-002483	confirm
2038	99-47-28-002414_99-46-10-004966	99-47-28-002414	99-46-10-004966	confirm
2039	99-47-28-002415_99-45-10-003674	99-47-28-002415	99-45-10-003674	confirm
2040	99-47-28-002455_99-45-10-004011	99-47-28-002455	99-45-10-004011	confirm
2041	65-46-01-000845_99-46-10-000482	65-46-01-000845	99-46-10-000482	reject
2042	99-47-28-002467_99-45-10-000084	99-47-28-002467	99-45-10-000084	confirm
2043	99-47-28-002474_99-46-55-001689	99-47-28-002474	99-46-55-001689	confirm
2044	99-47-28-002734_99-46-28-002740	99-47-28-002734	99-46-28-002740	confirm
2045	99-47-28-002795_99-46-15-000049	99-47-28-002795	99-46-15-000049	confirm
2046	99-47-28-002803_99-46-15-000059	99-47-28-002803	99-46-15-000059	confirm
2047	99-47-28-003143_99-45-28-003352	99-47-28-003143	99-45-28-003352	confirm
2048	99-47-35-000055_99-46-10-000455	99-47-35-000055	99-46-10-000455	confirm
2049	99-47-35-000064_99-46-10-004422	99-47-35-000064	99-46-10-004422	confirm
2050	99-48-10-000898_99-47-10-001682	99-48-10-000898	99-47-10-001682	reject
2051	99-49-10-000919_99-48-10-000898	99-49-10-000919	99-48-10-000898	reject
2052	99-50-10-000943_99-49-10-000919	99-50-10-000943	99-49-10-000919	reject
2053	99-51-10-001005_99-50-10-000943	99-51-10-001005	99-50-10-000943	reject
2054	99-47-35-000096_99-46-35-000158	99-47-35-000096	99-46-35-000158	confirm
2055	99-47-35-000113_99-46-10-005581	99-47-35-000113	99-46-10-005581	confirm
2056	99-47-35-000204_99-46-10-002924	99-47-35-000204	99-46-10-002924	confirm
2057	99-47-35-000262_99-46-10-004009	99-47-35-000262	99-46-10-004009	confirm
2058	99-47-35-000334_99-46-10-004452	99-47-35-000334	99-46-10-004452	confirm
2059	99-47-35-000357_99-46-10-003648	99-47-35-000357	99-46-10-003648	confirm
2060	99-47-55-000027_99-46-55-000557	99-47-55-000027	99-46-55-000557	confirm
2061	99-47-55-000090_99-46-55-000035	99-47-55-000090	99-46-55-000035	confirm
2062	99-47-55-000159_99-46-55-000565	99-47-55-000159	99-46-55-000565	confirm
2063	99-47-55-000242_99-46-55-000172	99-47-55-000242	99-46-55-000172	confirm
2064	99-47-55-000281_99-46-01-001362	99-47-55-000281	99-46-01-001362	confirm
2065	99-50-55-000122_99-49-55-000325	99-50-55-000122	99-49-55-000325	reject
2066	99-47-55-000330_99-46-10-003323	99-47-55-000330	99-46-10-003323	reject
2067	99-49-55-000325_99-48-10-004498	99-49-55-000325	99-48-10-004498	reject
2068	99-47-55-000518_99-46-55-000137	99-47-55-000518	99-46-55-000137	confirm
2069	99-47-55-000626_99-46-55-001108	99-47-55-000626	99-46-55-001108	confirm
2070	99-47-55-000932_99-46-55-001924	99-47-55-000932	99-46-55-001924	confirm
2071	99-47-55-001175_99-46-55-001387	99-47-55-001175	99-46-55-001387	confirm
2072	99-47-55-001322_99-46-55-002002	99-47-55-001322	99-46-55-002002	confirm
2073	99-47-55-001348_99-46-55-002115	99-47-55-001348	99-46-55-002115	confirm
2074	99-47-55-001407_99-46-01-000301	99-47-55-001407	99-46-01-000301	confirm
2075	99-47-55-001531_99-46-55-000908	99-47-55-001531	99-46-55-000908	confirm
2076	99-47-55-002124_99-46-55-001800	99-47-55-002124	99-46-55-001800	confirm
2077	99-47-55-002176_99-46-55-001742	99-47-55-002176	99-46-55-001742	confirm
2078	99-49-01-000003_99-48-10-001358	99-49-01-000003	99-48-10-001358	confirm
2079	99-49-01-000133_99-48-01-000139	99-49-01-000133	99-48-01-000139	confirm
2080	99-49-01-000134_99-48-01-000140	99-49-01-000134	99-48-01-000140	confirm
2081	99-49-01-000135_99-48-01-000141	99-49-01-000135	99-48-01-000141	confirm
2082	99-49-01-000153_99-48-01-000160	99-49-01-000153	99-48-01-000160	confirm
2083	99-49-01-000155_99-48-28-001173	99-49-01-000155	99-48-28-001173	confirm
2084	99-49-01-000156_99-48-15-000028	99-49-01-000156	99-48-15-000028	confirm
2085	99-49-01-000162_99-48-16-000005	99-49-01-000162	99-48-16-000005	confirm
2086	99-49-01-000184_99-48-10-005450	99-49-01-000184	99-48-10-005450	confirm
2087	99-49-01-000197_99-48-14-000416	99-49-01-000197	99-48-14-000416	confirm
2088	99-49-01-000200_99-48-01-000208	99-49-01-000200	99-48-01-000208	confirm
2089	99-49-01-000201_99-48-28-001868	99-49-01-000201	99-48-28-001868	confirm
2090	99-49-01-000203_99-48-01-000211	99-49-01-000203	99-48-01-000211	confirm
2091	99-49-01-000206_99-48-10-005175	99-49-01-000206	99-48-10-005175	confirm
2092	99-49-01-000267_99-48-28-001360	99-49-01-000267	99-48-28-001360	confirm
2093	99-49-01-000382_99-48-01-000375	99-49-01-000382	99-48-01-000375	confirm
2094	99-49-01-000474_99-48-14-000419	99-49-01-000474	99-48-14-000419	confirm
2095	65-48-13-000024_99-48-10-006353	65-48-13-000024	99-48-10-006353	reject
2096	65-51-13-000024_99-51-10-002929	65-51-13-000024	99-51-10-002929	reject
2097	65-52-13-000024_99-52-10-003027	65-52-13-000024	99-52-10-003027	reject
2098	99-49-01-000636_99-47-10-000419	99-49-01-000636	99-47-10-000419	confirm
2099	99-49-01-000643_99-47-14-000392	99-49-01-000643	99-47-14-000392	confirm
2100	99-49-01-000690_99-48-22-000267	99-49-01-000690	99-48-22-000267	confirm
2101	99-49-01-000787_99-48-22-000240	99-49-01-000787	99-48-22-000240	confirm
2102	99-49-01-000798_99-48-22-000367	99-49-01-000798	99-48-22-000367	confirm
2103	99-49-01-000954_99-47-01-001016	99-49-01-000954	99-47-01-001016	confirm
2104	99-49-01-000965_99-48-10-005313	99-49-01-000965	99-48-10-005313	confirm
2105	99-49-01-000997_99-48-10-000450	99-49-01-000997	99-48-10-000450	confirm
2106	99-49-01-001060_99-47-10-000833	99-49-01-001060	99-47-10-000833	confirm
2107	99-49-01-001148_99-48-10-002993	99-49-01-001148	99-48-10-002993	confirm
2108	99-49-01-001174_99-48-10-005991	99-49-01-001174	99-48-10-005991	confirm
2109	99-49-01-001179_99-48-10-006041	99-49-01-001179	99-48-10-006041	confirm
2110	99-49-01-001221_99-48-10-001647	99-49-01-001221	99-48-10-001647	confirm
2111	65-49-01-000525_99-49-10-001252	65-49-01-000525	99-49-10-001252	reject
2112	99-49-01-001230_99-48-10-001212	99-49-01-001230	99-48-10-001212	confirm
2113	99-49-01-001325_99-48-15-000463	99-49-01-001325	99-48-15-000463	confirm
2114	99-49-01-001377_99-48-10-006412	99-49-01-001377	99-48-10-006412	confirm
2115	99-49-01-001404_99-48-01-001415	99-49-01-001404	99-48-01-001415	confirm
2116	99-49-01-001787_99-48-10-002384	99-49-01-001787	99-48-10-002384	confirm
2117	99-49-01-001802_99-48-10-004526	99-49-01-001802	99-48-10-004526	confirm
2118	99-49-10-000233_99-48-10-000212	99-49-10-000233	99-48-10-000212	confirm
2119	99-49-10-000420_99-48-10-000405	99-49-10-000420	99-48-10-000405	confirm
2120	99-49-10-000507_99-48-10-000471	99-49-10-000507	99-48-10-000471	confirm
2121	99-49-10-000516_99-48-10-000501	99-49-10-000516	99-48-10-000501	confirm
2122	99-49-10-000664_99-48-10-001405	99-49-10-000664	99-48-10-001405	confirm
2123	99-49-10-000931_99-48-10-005992	99-49-10-000931	99-48-10-005992	confirm
2124	99-49-10-001221_99-48-10-001180	99-49-10-001221	99-48-10-001180	confirm
2125	99-49-10-001207_99-48-10-000406	99-49-10-001207	99-48-10-000406	confirm
2126	99-49-10-001283_99-48-10-002565	99-49-10-001283	99-48-10-002565	confirm
2127	99-49-10-001284_99-48-10-002378	99-49-10-001284	99-48-10-002378	confirm
2128	99-49-10-001285_99-48-10-001001	99-49-10-001285	99-48-10-001001	confirm
2129	99-49-10-001287_99-48-10-005459	99-49-10-001287	99-48-10-005459	confirm
2130	99-49-10-001291_99-48-22-000283	99-49-10-001291	99-48-22-000283	confirm
2131	99-49-10-001509_99-48-10-001467	99-49-10-001509	99-48-10-001467	confirm
2132	99-49-10-001617_99-47-10-001508	99-49-10-001617	99-47-10-001508	confirm
2133	99-49-10-001619_99-47-10-001510	99-49-10-001619	99-47-10-001510	confirm
2134	99-49-10-001624_99-47-10-001516	99-49-10-001624	99-47-10-001516	confirm
2135	99-49-10-001631_99-47-10-001526	99-49-10-001631	99-47-10-001526	confirm
2136	99-49-10-001632_99-47-10-001527	99-49-10-001632	99-47-10-001527	confirm
2137	99-49-10-001633_99-47-10-001529	99-49-10-001633	99-47-10-001529	confirm
2138	99-49-10-001635_99-47-10-001532	99-49-10-001635	99-47-10-001532	confirm
2139	99-49-10-001636_99-47-10-001534	99-49-10-001636	99-47-10-001534	confirm
2140	99-49-10-001639_99-47-10-001541	99-49-10-001639	99-47-10-001541	confirm
2141	99-49-10-001641_99-47-10-001544	99-49-10-001641	99-47-10-001544	confirm
2142	99-49-10-001763_99-48-10-001688	99-49-10-001763	99-48-10-001688	confirm
2143	99-51-28-001137_99-50-10-002048	99-51-28-001137	99-50-10-002048	reject
2144	99-49-10-001917_99-48-10-001839	99-49-10-001917	99-48-10-001839	confirm
2145	99-49-10-002092_99-48-10-002017	99-49-10-002092	99-48-10-002017	confirm
2146	99-49-55-000151_99-48-10-002120	99-49-55-000151	99-48-10-002120	reject
2147	99-49-10-002318_99-48-22-000182	99-49-10-002318	99-48-22-000182	confirm
2148	99-49-10-002748_99-48-10-002642	99-49-10-002748	99-48-10-002642	confirm
2149	99-49-10-002837_99-48-10-002731	99-49-10-002837	99-48-10-002731	confirm
2150	99-49-10-002852_99-48-10-002743	99-49-10-002852	99-48-10-002743	confirm
2151	99-49-10-002913_99-48-10-001339	99-49-10-002913	99-48-10-001339	confirm
2152	99-49-10-003129_99-48-10-003033	99-49-10-003129	99-48-10-003033	confirm
2153	99-49-10-003471_99-48-10-003368	99-49-10-003471	99-48-10-003368	confirm
2154	99-49-10-003525_99-48-10-003424	99-49-10-003525	99-48-10-003424	confirm
2155	99-49-10-003671_99-48-10-006077	99-49-10-003671	99-48-10-006077	confirm
2156	99-49-10-003744_99-47-10-003584	99-49-10-003744	99-47-10-003584	confirm
2157	99-49-10-003853_99-48-10-003768	99-49-10-003853	99-48-10-003768	confirm
2158	99-49-10-003871_99-48-10-001647	99-49-10-003871	99-48-10-001647	confirm
2159	99-49-10-004088_99-48-10-004004	99-49-10-004088	99-48-10-004004	confirm
2160	99-49-10-004103_99-48-10-004004	99-49-10-004103	99-48-10-004004	confirm
2161	99-49-10-004275_99-47-10-004100	99-49-10-004275	99-47-10-004100	confirm
2162	99-49-10-004287_99-47-10-000669	99-49-10-004287	99-47-10-000669	confirm
2163	99-49-10-004400_99-48-10-001289	99-49-10-004400	99-48-10-001289	confirm
2164	99-49-10-004826_99-48-10-001299	99-49-10-004826	99-48-10-001299	confirm
2165	99-49-10-005073_99-48-10-002752	99-49-10-005073	99-48-10-002752	confirm
2166	99-49-10-005711_99-48-10-005441	99-49-10-005711	99-48-10-005441	confirm
2167	99-49-10-005732_99-48-10-001362	99-49-10-005732	99-48-10-001362	confirm
2168	99-49-10-005875_99-48-10-001188	99-49-10-005875	99-48-10-001188	confirm
2169	99-49-10-005887_99-48-10-005605	99-49-10-005887	99-48-10-005605	confirm
2170	99-49-10-006048_99-47-10-005786	99-49-10-006048	99-47-10-005786	confirm
2171	99-49-10-006185_99-48-10-005908	99-49-10-006185	99-48-10-005908	confirm
2172	99-49-10-006181_99-48-10-005903	99-49-10-006181	99-48-10-005903	confirm
2173	99-49-10-006191_99-48-10-005914	99-49-10-006191	99-48-10-005914	confirm
2174	99-49-10-006206_99-48-10-005927	99-49-10-006206	99-48-10-005927	confirm
2175	99-49-10-006230_99-48-10-005951	99-49-10-006230	99-48-10-005951	confirm
2176	99-49-10-006269_99-48-10-005989	99-49-10-006269	99-48-10-005989	confirm
2177	99-49-10-006302_99-48-10-006025	99-49-10-006302	99-48-10-006025	confirm
2178	99-49-10-006361_99-48-01-001021	99-49-10-006361	99-48-01-001021	confirm
2179	99-49-10-006509_99-47-10-006258	99-49-10-006509	99-47-10-006258	confirm
2180	99-49-10-006672_99-48-10-001853	99-49-10-006672	99-48-10-001853	confirm
2181	99-49-10-006755_99-48-10-003279	99-49-10-006755	99-48-10-003279	confirm
2182	99-49-10-006782_99-48-10-006302	99-49-10-006782	99-48-10-006302	confirm
2183	99-56-28-002254_99-55-22-000074	99-56-28-002254	99-55-22-000074	reject
2184	99-49-13-000040_99-48-10-002081	99-49-13-000040	99-48-10-002081	confirm
2185	99-49-13-000071_99-48-13-000124	99-49-13-000071	99-48-13-000124	confirm
2186	99-49-13-000090_99-48-13-000090	99-49-13-000090	99-48-13-000090	confirm
2187	99-49-13-000129_99-48-10-004658	99-49-13-000129	99-48-10-004658	confirm
2188	99-49-13-000131_99-48-13-000131	99-49-13-000131	99-48-13-000131	confirm
2189	65-48-01-000151_99-48-10-001649	65-48-01-000151	99-48-10-001649	reject
2190	65-49-01-000145_99-49-10-001720	65-49-01-000145	99-49-10-001720	reject
2191	99-49-14-000002_99-48-10-000854	99-49-14-000002	99-48-10-000854	confirm
2192	99-49-14-000229_99-47-14-000257	99-49-14-000229	99-47-14-000257	confirm
2193	99-49-14-000365_99-48-14-000312	99-49-14-000365	99-48-14-000312	confirm
2194	99-49-14-000505_99-47-14-000496	99-49-14-000505	99-47-14-000496	confirm
2195	99-49-14-000532_99-48-14-000543	99-49-14-000532	99-48-14-000543	confirm
2196	99-49-14-000550_99-48-14-000594	99-49-14-000550	99-48-14-000594	confirm
2197	99-49-14-000586_99-48-14-000631	99-49-14-000586	99-48-14-000631	confirm
2198	99-49-22-000063_99-48-22-000404	99-49-22-000063	99-48-22-000404	confirm
2199	99-49-22-000070_99-48-01-000280	99-49-22-000070	99-48-01-000280	confirm
2200	99-49-28-000004_99-47-01-000122	99-49-28-000004	99-47-01-000122	confirm
2201	99-49-28-000005_99-48-28-000009	99-49-28-000005	99-48-28-000009	confirm
2202	99-49-28-001811_99-48-28-000372	99-49-28-001811	99-48-28-000372	reject
2203	99-49-28-000367_99-47-28-000466	99-49-28-000367	99-47-28-000466	confirm
2204	99-49-28-000390_99-47-28-000493	99-49-28-000390	99-47-28-000493	confirm
2205	99-49-28-000431_99-48-28-000525	99-49-28-000431	99-48-28-000525	confirm
2206	99-49-28-000522_99-47-28-000644	99-49-28-000522	99-47-28-000644	confirm
2207	99-49-28-000738_99-48-01-000224	99-49-28-000738	99-48-01-000224	confirm
2208	99-49-28-000791_99-47-28-000949	99-49-28-000791	99-47-28-000949	confirm
